        sn_name        |            gal_name            | sn_gal_uncert |    gal_ra    |   gal_dec   | gal_mag | gal_mband | gal_mag_ref | gal_posang | gal_inclination | redshift  | gal_type | gal_logab | gal_log10d | gal_type_code | sn_offset_ew | sn_offset_ns | sn_mag | sn_mflag | sn_mband |  sn_qmag  | sn_optdisc |  max_date  | disc_date  | sn_type  |    sn_ra     |   sn_dec    |    sn_uncert    |   surveys   |                                                                                                                                                                                         discoverer                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                       sn_comment                                                                                                                                                                                                                                                                                                                        |                                                                                                                                            gal_comment                                                                                                                                            |                        mod_date_arr                         
2014C | NGC7331 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2014-01-05 | Ib | 22 37 05.60 | +34 24 31.9 |  |  |  |  |  | 
2014B | NGC4939 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2014-01-02 | IIP | 13 04 17.70 | -10 20 01.2 |  |  |  |  |  | 
2014D | UGC07170 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2014-01-01 | Ia | 12 10 36.76 | +18 49 35.4 |  |  |  |  |  | 
2014A | NGC5054 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2014-01-01 | IIP | 13 16 59.36 | -16 37 57.0 |  |  |  |  |  | 
2013hx |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-31 | Ic | 01 35 33.28 | -57 57 50.6 |  |  |  |  |  | 
2013ht | PGC032846 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-31 | IIP | 10 55 50.95 | - 9 51 42.4 |  |  |  |  |  | 
2013hw | PGC1106461 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-30 | Ia | 10 32 55.43 | - 1 55 13.6 |  |  |  |  |  | 
2013hu | NGC3693 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-28 | IIP | 11 28 07.86 | -13 11 33.6 |  |  |  |  |  | 
2013hr | NGC5818 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-26 | Ia | 14 59 00.81 | +49 48 47.5 |  |  |  |  |  | 
2013hs | UGC01461 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-25 | Ia | 01 58 53.69 | + 5 35 25.4 |  |  |  |  |  | 
2013hq | NGC7276 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-13 | Ia | 22 24 13.19 | +36 05 00.7 |  |  |  |  |  | 
2013hn | IC4329 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-13 | Ia | 13 48 59.18 | -30 17 26.7 |  |  |  |  |  | 
2013hl | NGC3910 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-13 | Ia | 11 50 00.17 | +21 20 17.2 |  |  |  |  |  | 
2013hp | UGC12432 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-12 | Ia | 23 13 59.72 | +24 53 38.6 |  |  |  |  |  | 
2013hj | PGC025938 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-12 | II | 09 12 06.29 | -15 25 46.0 |  |  |  |  |  | 
2013hh | UGC06483 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-12 | IaPec | 11 29 04.39 | +17 14 09.2 |  |  |  |  |  | 
2013hg | SDSSJ120955.84+295359.5 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-10 | Ia | 12 09 55.70 | +29 53 51.0 |  |  |  |  |  | 
2013he | NGC4774 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-09 | IIP | 12 53 06.28 | +36 48 59.9 |  |  |  |  |  | 
2013hf | ESO365-016 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-07 | II | 06 25 10.07 | -37 20 41.3 |  |  |  |  |  | 
2013gy | NGC1418 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-06 | Ia | 03 42 16.88 | - 4 43 18.5 |  |  |  |  |  | 
2013gu | PGC1265294 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-05 | IIP | 01 46 38.30 | + 4 13 24.4 |  |  |  |  |  | 
2013hk | PGC2816341 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-04 | Ia | 03 02 10.85 | +15 55 38.8 |  |  |  |  |  | 
2013gv | IC1890 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-04 | Ia | 03 09 57.30 | +19 12 48.3 |  |  |  |  |  | 
2013hd | PGC200218 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-02 | Ib/c | 03 54 21.40 | +17 35 04.8 |  |  |  |  |  | 
2013gz | UGC10976 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-12-02 | Ia | 17 46 27.70 | +30 42 13.2 |  |  |  |  |  | 
2013gx |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-29 | IIP | 01 02 23.27 | +20 33 21.2 |  |  |  |  |  | 
2013gs | UGC05066 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-29 | Ia | 09 31 08.83 | +46 23 05.3 |  |  |  |  |  | 
2013gw | PGC2033541 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-28 | Ia | 13 22 48.36 | +33 30 21.3 |  |  |  |  |  | 
2013gr | ESO114-007 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-28 | Ia | 01 46 27.90 | -58 40 23.8 |  |  |  |  |  | 
2013hm | PGC060984 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-26 | Ia | 17 50 48.49 | +47 11 50.9 |  |  |  |  |  | 
2013gm | PGC035745 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-20 | IIP | 11 34 21.15 | +15 39 32.8 |  |  |  |  |  | 
2013hv | ESO501-102 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-18 | Ic | 10 50 59.26 | -23 39 29.7 |  |  |  |  |  | 
2013gt | PGC020784 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-16 | Ia | 07 21 31.65 | +55 45 32.1 |  |  |  |  |  | 
2013gn | NGC5557 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-16 | Ia | 14 18 28.54 | +36 30 24.2 |  |  |  |  |  | 
2013gi | PGC075726 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-13 | Ia | 06 23 47.27 | -65 19 48.4 |  |  |  |  |  | 
2013hi | PGC166460 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-11 | Ia | 03 14 24.72 | +46 10 49.1 |  |  |  |  |  | 
2013gj | APMUKS(BJ) B023852.94-211419.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-10 | II | 02 41 10.00 | -21 01 29.2 |  |  |  |  |  | 
2013gd | PGC013905 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-09 | IIP | 03 49 05.65 | - 3 03 28.6 |  |  |  |  |  | 
2013ge | NGC3287 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-08 | Ic | 10 34 48.44 | +21 39 42.0 |  |  |  |  |  | 
2013gc | ESO430-020 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-07 | IIn | 08 07 11.88 | -28 03 26.3 |  |  |  |  |  | 
2013ha | PGC018729 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-06 | IIn | 06 15 49.97 | +66 50 19.5 |  |  |  |  |  | 
2013gf | PGC3135428 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-06 | Ia | 09 05 26.40 | +56 24 12.1 |  |  |  |  |  | 
2013gg | UGC04958 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-05 | IIP | 09 21 08.26 | +49 35 33.8 |  |  |  |  |  | 
2013fz | NGC1578 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-02 | Ia | 04 23 46.44 | -51 35 46.3 |  |  |  |  |  | 
2013ho | PGC022774 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-11-01 | Ib/c | 08 06 59.03 | +46 08 11.3 |  |  |  |  |  | 
2013gb | UGC04700 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-31 | Ia | 08 58 52.50 | +41 34 59.9 |  |  |  |  |  | 
2013hc | PGC061330 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-30 | IIPec | 18 03 24.54 | +70 13 31.2 |  |  |  |  |  | 
2013gk | ESO230-006 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-28 | IIb | 18 42 13.00 | -49 44 37.1 |  |  |  |  |  | 
2013fy | ESO287-040 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-25 | Ia | 21 37 27.13 | -47 01 55.6 |  |  |  |  |  | 
2013gp | PGC3216055 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-21 | Ia | 03 26 55.51 | -28 46 45.8 |  |  |  |  |  | 
2013go | MRSS 418-075154 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-21 | IaPec | 03 27 44.64 | -28 29 13.6 |  |  |  |  |  | 
2013fx | MRSS 077-166287 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-21 | Ia | 23 03 21.77 | -69 11 18.5 |  |  |  |  |  | 
2013fw | NGC7042 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-21 | Ia | 21 13 44.78 | +13 34 33.3 |  |  |  |  |  | 
2013ga | UGC11895 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-19 | Ia | 22 04 21.56 | +39 44 33.6 |  |  |  |  |  | 
2013fv | UGC02789 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-11 | II | 03 36 16.08 | +67 34 15.7 |  |  |  |  |  | 
2013hb | PGC006804 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-07 | Ia: | 01 50 46.32 | +33 06 35.6 |  |  |  |  |  | 
2013fs | NGC7610 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-10-07 | IIn: | 23 19 44.69 | +10 11 04.8 |  |  |  |  |  | 
2013fr | PGC014511 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-28 | IIn | 04 08 02.39 | +23 17 39.2 |  |  |  |  |  | 
2013fo |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-24 | Ia | 01 20 31.94 | +12 03 12.2 |  |  |  |  |  | 
2013fn | IC1342 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-23 | Ia | 21 00 23.74 | -14 29 52.0 |  |  |  |  |  | 
2013fl | UGC10908 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-22 | IIP | 17 33 39.54 | +50 22 25.6 |  |  |  |  |  | 
2013fp | IC0421 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-19 | IIP | 05 32 07.25 | - 7 54 23.8 |  |  |  |  |  | 
2013fq |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-15 | IIb | 19 59 07.93 | -55 55 46.6 |  |  |  |  |  | 
2013ft | NGC7732 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-13 | IIP | 23 41 35.18 | + 3 43 30.5 |  |  |  |  |  | 
2013fj | PGC068419 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-09 | Ia | 22 15 28.48 | +15 34 03.6 |  |  |  |  |  | 
2013fm | PGC021194 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-06 | Ia | 07 31 05.38 | +57 56 10.9 |  |  |  |  |  | 
2013fk | UGC01442 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-03 | Ia | 01 57 33.54 | - 2 05 58.0 |  |  |  |  |  | 
2013fg | NGC2578 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-09-02 | Ia | 08 21 22.44 | -13 18 37.0 |  |  |  |  |  | 
2013fu |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-31 | Ib/c | 23 54 29.89 | +29 25 46.2 |  |  |  |  |  | 
2013fi | PGC2194789 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-31 | Ia | 03 04 38.54 | +42 13 49.4 |  |  |  |  |  | 
2013ff | NGC2748 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-31 | Ic | 09 13 38.90 | +76 28 10.6 |  |  |  |  |  | 
2013fh | ESO550-026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-30 | Ia | 04 21 38.29 | -17 55 41.4 |  |  |  |  |  | 
2013fd | ESO353-014 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-27 | IIP | 01 34 00.67 | -34 23 40.4 |  |  |  |  |  | 
2013fb | IC0221 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-27 | Ia | 02 22 42.07 | +28 16 01.0 |  |  |  |  |  | 
2013fa | NGC6956 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-25 | Ia | 20 43 53.56 | +12 30 52.0 |  |  |  |  |  | 
2013fc | ESO154-010 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-20 | IIn | 02 45 08.98 | -55 44 27.5 |  |  |  |  |  | 
2013ex | NGC1954 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-19 | Ia | 05 32 46.62 | -14 02 45.4 |  |  |  |  |  | 
2013fe | IC1875 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-13 | Ia | 03 03 53.27 | -39 24 20.3 |  |  |  |  |  | 
2013ew | PGC1391231 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-13 | IaPec | 22 10 09.69 | +11 16 47.9 |  |  |  |  |  | 
2013ey | PGC065806 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-11 | Ia | 20 58 03.73 | +11 03 10.6 |  |  |  |  |  | 
2013ev | IC1296 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-11 | IIP | 18 53 18.43 | +33 03 52.2 |  |  |  |  |  | 
2013eu | UGC05609 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-11 | Ia | 10 24 22.31 | +78 36 23.5 |  |  |  |  |  | 
2013gh | NGC7183 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-08 | Ia | 22 02 21.85 | -18 55 00.4 |  |  |  |  |  | 
2013et | UGC01723 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-02 | Ia | 02 14 17.04 | + 7 35 12.1 |  |  |  |  |  | 
2013es | PGC2501716 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-08-01 | IIP | 14 10 50.05 | +55 25 24.3 |  |  |  |  |  | 
2013eo | PGC161935 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-31 | Ia | 20 06 57.88 | -56 25 31.2 |  |  |  |  |  | 
2013eq | 2MASXJ17331525+3628178 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-30 | IIP | 17 33 15.73 | +36 28 35.0 |  |  |  |  |  | 
2013en | UGC11369 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-30 | IaPec | 18 51 37.32 | +23 38 21.1 |  |  |  |  |  | 
2013er | IC0850 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-29 | Ia | 13 07 51.09 | - 0 52 00.4 |  |  |  |  |  | 
2013ep | PGC070151 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-29 | IIb | 22 58 30.35 | +40 25 44.5 |  |  |  |  |  | 
2013em | PGC214897 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-27 | Ia | 23 02 26.64 | +32 31 31.3 |  |  |  |  |  | 
2013ej | NGC0628 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-25 | IIP | 01 36 48.18 | +15 45 31.0 |  |  |  |  |  | 
2013ek | NGC6984 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-24 | Ib/c | 20 57 53.90 | -51 52 24.5 |  |  |  |  |  | 
2013eh | SDSSJ161609.49+383245.0 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-19 | Ia | 16 16 09.19 | +38 32 53.0 |  |  |  |  |  | 
2013ed | SDSS J161623.74+515313.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-18 | Ia | 16 16 24.25 | +51 53 05.7 |  |  |  |  |  | 
2013ee | NGC3079 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-13 | II | 10 01 56.74 | +55 41 44.3 |  |  |  |  |  | 
2013eb | UGC09761 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-13 | Ia | 15 11 14.80 | +46 09 11.1 |  |  |  |  |  | 
2013el | NGC1285 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-11 | Ib | 03 17 52.48 | - 7 18 02.0 |  |  |  |  |  | 
2013dz | PGC2078014 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-11 | IIn | 02 58 24.40 | +36 17 03.5 |  |  |  |  |  | 
2013dy | NGC7250 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-10 | Ia | 22 18 17.60 | +40 34 09.5 |  |  |  |  |  | 
2013ea |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-09 | Ia | 01 20 16.42 | +30 10 55.7 |  |  |  |  |  | 
2013ef | UGC01395 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-04 | Ia | 01 55 20.71 | + 6 36 35.3 |  |  |  |  |  | 
2013ec | SDSS J162750.11+402820.4 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-02 | Ia | 16 27 50.24 | +40 28 20.9 |  |  |  |  |  | 
2013dx |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-02 | IcPec | 14 29 14.78 | +15 46 26.4 |  |  |  |  |  | 
2013dw | SDSS J161358.73+424158.9 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-02 | IIn | 16 13 58.84 | +42 41 59.0 |  |  |  |  |  | 
2013dv | PGC1808382 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-02 | Ia | 17 03 10.73 | +27 26 53.9 |  |  |  |  |  | 
2013ds | PGC057429 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-01 | II | 16 11 29.56 | +57 22 51.8 |  |  |  |  |  | 
2013dr | PGC060077 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-07-01 | Ia | 17 19 30.22 | +47 42 04.3 |  |  |  |  |  | 
2013dt | NGC7367 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-30 | Ia | 22 44 35.45 | + 3 38 37.2 |  |  |  |  |  | 
2013dq | UGC00525 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-27 | Ia | 00 51 34.90 | +29 43 14.5 |  |  |  |  |  | 
2013ei | NGC7068 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-26 | Ia | 21 26 31.93 | +12 10 49.4 |  |  |  |  |  | 
2013du | ESO352-069 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-23 | IIP | 01 24 14.25 | -34 43 36.4 |  |  |  |  |  | 
2013dk | NGC4038 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-22 | Ic | 12 01 52.72 | -18 52 18.3 |  |  |  |  |  | 
2013dl | PGC004701 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-17 | Ia | 01 18 41.76 | - 7 26 39.7 |  |  |  |  |  | 
2013do | UGC12137 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-16 | IIP | 22 39 50.66 | +38 12 44.0 |  |  |  |  |  | 
2013dn | PGC071942 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-14 | IIn | 23 37 45.79 | +14 42 36.9 |  |  |  |  |  | 
2013di | NGC7321 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-12 | Ia | 22 36 27.53 | +21 36 54.6 |  |  |  |  |  | 
2013dh | NGC5936 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-12 | IaPec | 15 30 01.09 | +12 59 12.9 |  |  |  |  |  | 
2013eg | ESO501-084 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-10 | Ia | 10 43 28.19 | -25 51 52.6 |  |  |  |  |  | 
2013dp | UGC10313 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-10 | Ia | 16 17 32.30 | +31 34 56.7 |  |  |  |  |  | 
2013dj | UGC10535 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-10 | IaPec | 16 46 01.94 | + 6 27 59.3 |  |  |  |  |  | 
2013df | NGC4414 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-07 | II | 12 26 29.33 | +31 13 38.3 |  |  |  |  |  | 
2013da | PGC170294 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-06-05 | Ia | 13 45 36.21 | - 7 19 32.6 |  |  |  |  |  | 
2013de | PGC1401377 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-31 | Ia | 10 02 07.97 | +11 57 05.2 |  |  |  |  |  | 
2013cy | ESO532-025 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-31 | Ia | 22 10 34.23 | -22 39 47.8 |  |  |  |  |  | 
2013db | NGC3808A |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-29 | IIP | 11 40 44.01 | +22 25 54.9 |  |  |  |  |  | 
2013cw | NGC6211 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-29 | Ia | 16 41 27.18 | +57 47 05.0 |  |  |  |  |  | 
2013dd | PGC1445026 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-27 | Ia | 15 36 05.15 | +13 57 06.9 |  |  |  |  |  | 
2013cx | SDSS J170415.96+413036.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-21 | Ia | 17 04 16.05 | +41 30 37.6 |  |  |  |  |  | 
2013cv | SDSS J162243.02+185733.8 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-20 | IaPec | 16 22 43.18 | +18 57 35.4 |  |  |  |  |  | 
2013dg |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-17 | Ic | 13 18 41.35 | - 7 04 43.0 |  |  |  |  |  | 
2013cs | ESO576-017 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-14 | Ia | 13 15 14.81 | -17 57 55.5 |  |  |  |  |  | 
2013cr | PGC2171957 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-14 | IIP | 16 11 46.47 | +40 51 22.2 |  |  |  |  |  | 
2013ct | NGC0428 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-10 | Ia | 01 12 54.97 | + 0 58 47.5 |  |  |  |  |  | 
2013cn | UGC11076 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-10 | IIP | 17 58 50.45 | +34 00 16.8 |  |  |  |  |  | 
2013cm | PGC1693013 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-10 | IaPec | 17 20 01.94 | +23 44 51.3 |  |  |  |  |  | 
2013gl | IC701 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2013-05-09 | Ib | 11 31 00.48 | +20 28 09.8 |  |  |  |  |  | 
